compressor,k_values,k0,k1,k2,num_batches,num_samples,correct_count,avg_accuracy,avg_latency,avg_ce_loss,tp0_original_bytes,tp1_original_bytes,tp2_original_bytes,tp0_compressed_bytes,tp1_compressed_bytes,tp2_compressed_bytes,avg_compression_ratio,compressor_policy,llm_policy,outlier_values,outlier0,outlier1,outlier2,avg_payload_ratio,tp0_payload_ratio,tp1_payload_ratio,tp2_payload_ratio
topk,"0.9,0.25,0.9",0.9000,0.2500,0.9000,20,10000,9098,0.9098,0.0106630249298177,0.458639457821846,655360000.0,327680000.0,163840000.0,610281280.0,92161280.0,152561280.0,1.3413740925420874,topk,,,,,,,,,
topk,"0.9,0.25,1.0",0.9000,0.2500,1.0000,20,10000,9098,0.9098,0.0110091799870133,0.458639457821846,655360000.0,327680000.0,163840000.0,610281280.0,92161280.0,163840000.0,1.3239098337614,topk,,,,,,,,,
topk,"1.0,0.25,0.5",1.0000,0.2500,0.5000,20,10000,9098,0.9098,0.0110280400025658,0.4595858350396156,655360000.0,327680000.0,163840000.0,655360000.0,92161280.0,87041280.0,1.374228913408241,topk,,,,,,,,,
topk,"0.9,0.25,0.75",0.9000,0.2500,0.7500,20,10000,9098,0.9098,0.0115175099577754,0.458639457821846,655360000.0,327680000.0,163840000.0,610281280.0,92161280.0,128001280.0,1.3810446230777027,topk,,,,,,,,,
topk,"1.0,0.25,1.0",1.0000,0.2500,1.0000,20,10000,9096,0.9096,0.0101844100281596,0.4591824904084206,655360000.0,327680000.0,163840000.0,655360000.0,92161280.0,163840000.0,1.258425198841013,topk,,,,,,,,,
topk,"1.0,0.25,0.9",1.0000,0.2500,0.9000,20,10000,9096,0.9096,0.010243619873654,0.4591824904084206,655360000.0,327680000.0,163840000.0,655360000.0,92161280.0,152561280.0,1.274194225027535,topk,,,,,,,,,
topk,"1.0,0.25,0.75",1.0000,0.2500,0.7500,20,10000,9096,0.9096,0.0115334050031378,0.4591824904084206,655360000.0,327680000.0,163840000.0,655360000.0,92161280.0,128001280.0,1.309937690240672,topk,,,,,,,,,
topk,"0.9,0.25,0.5",0.9000,0.2500,0.5000,20,10000,9094,0.9094,0.0129509099642746,0.4591244876384735,655360000.0,327680000.0,163840000.0,610281280.0,92161280.0,87041280.0,1.4526959791855905,topk,,,,,,,,,
topk,"0.75,0.25,0.75",0.7500,0.2500,0.7500,20,10000,9054,0.9054,0.0103237650124356,0.4777570977807045,655360000.0,327680000.0,163840000.0,512001280.0,92161280.0,128001280.0,1.5664253509159918,topk,,,,,,,,,
topk,"0.75,0.25,0.9",0.7500,0.2500,0.9000,20,10000,9054,0.9054,0.010702314984519,0.4777570977807045,655360000.0,327680000.0,163840000.0,512001280.0,92161280.0,152561280.0,1.5155859236574336,topk,,,,,,,,,
topk,"0.75,0.25,1.0",0.7500,0.2500,1.0000,20,10000,9054,0.9054,0.011031579982955,0.4777570977807045,655360000.0,327680000.0,163840000.0,512001280.0,92161280.0,163840000.0,1.4933283555721482,topk,,,,,,,,,
topk,"0.75,0.25,0.5",0.7500,0.2500,0.5000,20,10000,9053,0.9053,0.0107480999547988,0.4777073606848717,655360000.0,327680000.0,163840000.0,512001280.0,92161280.0,87041280.0,1.6592500412034747,topk,,,,,,,,,
topk,"1.0,0.25,0.25",1.0000,0.2500,0.2500,20,10000,9046,0.9046,0.0106316750054247,0.4662643805146217,655360000.0,327680000.0,163840000.0,655360000.0,92161280.0,46081280.0,1.4451566285270048,topk,,,,,,,,,
topk,"0.9,0.25,0.25",0.9000,0.2500,0.2500,20,10000,9042,0.9042,0.0106676850817166,0.4655417129397392,655360000.0,327680000.0,163840000.0,610281280.0,92161280.0,46081280.0,1.532189008168397,topk,,,,,,,,,
topk,"0.75,0.25,0.25",0.7500,0.2500,0.2500,20,10000,9025,0.9025,0.0107637299224734,0.4820161789655685,655360000.0,327680000.0,163840000.0,512001280.0,92161280.0,46081280.0,1.7637691115997347,topk,,,,,,,,,
topk,"0.5,0.75,0.5",0.5000,0.7500,0.5000,20,10000,8978,0.8978,0.0117179650464095,0.5463148787617683,655360000.0,327680000.0,163840000.0,348161280.0,256001280.0,87041280.0,1.6592500412034747,topk,,,,,,,,,
topk,"0.5,1.0,0.5",0.5000,1.0000,0.5000,20,10000,8977,0.8977,0.0106727699399925,0.5461636558175087,655360000.0,327680000.0,163840000.0,348161280.0,327680000.0,87041280.0,1.5033506598971145,topk,,,,,,,,,
topk,"0.5,0.9,0.5",0.5000,0.9000,0.5000,20,10000,8977,0.8977,0.0116107549518346,0.5461636558175087,655360000.0,327680000.0,163840000.0,348161280.0,305121280.0,87041280.0,1.549159891973761,topk,,,,,,,,,
topk,"0.5,0.75,0.75",0.5000,0.7500,0.7500,20,10000,8975,0.8975,0.0105939600616693,0.5479196771979332,655360000.0,327680000.0,163840000.0,348161280.0,256001280.0,128001280.0,1.5664253509159918,topk,,,,,,,,,
topk,"0.5,0.75,1.0",0.5000,0.7500,1.0000,20,10000,8975,0.8975,0.0107005749945528,0.5479196771979332,655360000.0,327680000.0,163840000.0,348161280.0,256001280.0,163840000.0,1.4933283555721482,topk,,,,,,,,,
topk,"0.5,0.75,0.9",0.5000,0.7500,0.9000,20,10000,8975,0.8975,0.0118142700870521,0.5479196771979332,655360000.0,327680000.0,163840000.0,348161280.0,256001280.0,152561280.0,1.5155859236574336,topk,,,,,,,,,
topk,"0.5,1.0,1.0",0.5000,1.0000,1.0000,20,10000,8974,0.8974,0.0107054600375704,0.5477766335010529,655360000.0,327680000.0,163840000.0,348161280.0,327680000.0,163840000.0,1.3658515764457675,topk,,,,,,,,,
topk,"0.5,1.0,0.75",0.5000,1.0000,0.7500,20,10000,8974,0.8974,0.0109214000054635,0.5477766335010529,655360000.0,327680000.0,163840000.0,348161280.0,327680000.0,128001280.0,1.4267470485762783,topk,,,,,,,,,
topk,"0.5,1.0,0.9",0.5000,1.0000,0.9000,20,10000,8974,0.8974,0.0113505000481382,0.5477766335010529,655360000.0,327680000.0,163840000.0,348161280.0,327680000.0,152561280.0,1.3844476772259129,topk,,,,,,,,,
topk,"0.5,0.9,0.9",0.5000,0.9000,0.9000,20,10000,8974,0.8974,0.0122555899666622,0.5477766335010529,655360000.0,327680000.0,163840000.0,348161280.0,305121280.0,152561280.0,1.423203781020402,topk,,,,,,,,,
topk,"0.5,0.9,1.0",0.5000,0.9000,1.0000,20,10000,8974,0.8974,0.0127072400064207,0.5477766335010529,655360000.0,327680000.0,163840000.0,348161280.0,305121280.0,163840000.0,1.4035593387606382,topk,,,,,,,,,
topk,"0.5,0.9,0.75",0.5000,0.9000,0.7500,20,10000,8974,0.8974,0.0132963150274008,0.5477766335010529,655360000.0,327680000.0,163840000.0,348161280.0,305121280.0,128001280.0,1.4679428157633467,topk,,,,,,,,,
topk,"0.5,0.75,0.25",0.5000,0.7500,0.2500,20,10000,8972,0.8972,0.0109090349636971,0.5250081717967987,655360000.0,327680000.0,163840000.0,348161280.0,256001280.0,46081280.0,1.7637691115997347,topk,,,,,,,,,
topk,"0.5,0.9,0.25",0.5000,0.9000,0.2500,20,10000,8971,0.8971,0.0104134049732238,0.5250067785382271,655360000.0,327680000.0,163840000.0,348161280.0,305121280.0,46081280.0,1.6398903323340253,topk,,,,,,,,,
topk,"0.5,1.0,0.25",0.5000,1.0000,0.2500,20,10000,8971,0.8971,0.0106529299984686,0.5250067785382271,655360000.0,327680000.0,163840000.0,348161280.0,327680000.0,46081280.0,1.5886468487700398,topk,,,,,,,,,
topk,"0.5,0.5,1.0",0.5000,0.5000,1.0000,20,10000,8949,0.8949,0.0098282899823971,0.5762289047241211,655360000.0,327680000.0,163840000.0,348161280.0,174081280.0,163840000.0,1.6716355535986809,topk,,,,,,,,,
topk,"0.5,0.5,0.9",0.5000,0.5000,0.9000,20,10000,8949,0.8949,0.0101816199254244,0.5762289047241211,655360000.0,327680000.0,163840000.0,348161280.0,174081280.0,152561280.0,1.6995753906794602,topk,,,,,,,,,
topk,"0.5,0.5,0.75",0.5000,0.5000,0.7500,20,10000,8949,0.8949,0.0102508199866861,0.5762289047241211,655360000.0,327680000.0,163840000.0,348161280.0,174081280.0,128001280.0,1.7637691115997347,topk,,,,,,,,,
topk,"0.5,0.5,0.5",0.5000,0.5000,0.5000,20,10000,8940,0.894,0.0103795899543911,0.5749636739492416,655360000.0,327680000.0,163840000.0,348161280.0,174081280.0,87041280.0,1.8823410776822835,topk,,,,,,,,,
topk,"0.5,0.5,0.25",0.5000,0.5000,0.2500,20,10000,8933,0.8933,0.0116459199925884,0.5557151347398758,655360000.0,327680000.0,163840000.0,348161280.0,174081280.0,46081280.0,2.018004382853269,topk,,,,,,,,,
topk,"0.9,0.25,0.125",0.9000,0.2500,0.1250,20,10000,8923,0.8923,0.010898274986539,0.4973475500941277,655360000.0,327680000.0,163840000.0,610281280.0,92161280.0,25601280.0,1.5752897517819806,topk,,,,,,,,,
topk,"1.0,0.25,0.125",1.0000,0.2500,0.1250,20,10000,8922,0.8922,0.0109719000640325,0.4987517669796943,655360000.0,327680000.0,163840000.0,655360000.0,92161280.0,25601280.0,1.4834387965602762,topk,,,,,,,,,
topk,"0.75,0.25,0.125",0.7500,0.2500,0.1250,20,10000,8909,0.8909,0.0117954449844546,0.5106293842196464,655360000.0,327680000.0,163840000.0,512001280.0,92161280.0,25601280.0,1.8211271069485349,topk,,,,,,,,,
topk,"0.5,0.9,0.125",0.5000,0.9000,0.1250,20,10000,8891,0.8891,0.0115425099967978,0.5372646942734718,655360000.0,327680000.0,163840000.0,348161280.0,305121280.0,25601280.0,1.6893611725976567,topk,,,,,,,,,
topk,"0.5,1.0,0.125",0.5000,1.0000,0.1250,20,10000,8891,0.8891,0.012139000010211,0.5372646942734718,655360000.0,327680000.0,163840000.0,348161280.0,327680000.0,25601280.0,1.6350305290856604,topk,,,,,,,,,
topk,"0.5,0.75,0.125",0.5000,0.7500,0.1250,20,10000,8887,0.8887,0.0105109199997968,0.5376130729913712,655360000.0,327680000.0,163840000.0,348161280.0,256001280.0,25601280.0,1.8211271069485349,topk,,,,,,,,,
topk,"0.5,0.5,0.125",0.5000,0.5000,0.1250,20,10000,8854,0.8854,0.0104487650096416,0.5663973227143287,655360000.0,327680000.0,163840000.0,348161280.0,174081280.0,25601280.0,2.0934432702574512,topk,,,,,,,,,
topk,"0.5,0.25,0.9",0.5000,0.2500,0.9000,20,10000,8700,0.87,0.0102397050475701,0.7181387394666672,655360000.0,327680000.0,163840000.0,348161280.0,92161280.0,152561280.0,1.934409276528772,topk,,,,,,,,,
topk,"0.5,0.25,0.75",0.5000,0.2500,0.7500,20,10000,8700,0.87,0.0111531050177291,0.7181387394666672,655360000.0,327680000.0,163840000.0,348161280.0,92161280.0,128001280.0,2.018004382853269,topk,,,,,,,,,
topk,"0.5,0.25,1.0",0.5000,0.2500,1.0000,20,10000,8700,0.87,0.0118367600254714,0.7181387394666672,655360000.0,327680000.0,163840000.0,348161280.0,92161280.0,163840000.0,1.8982970411142328,topk,,,,,,,,,
topk,"0.5,0.25,0.5",0.5000,0.2500,0.5000,20,10000,8697,0.8697,0.0107521899975836,0.7173878788948059,655360000.0,327680000.0,163840000.0,348161280.0,92161280.0,87041280.0,2.1747414460574315,topk,,,,,,,,,
topk,"0.5,0.25,0.25",0.5000,0.2500,0.2500,20,10000,8680,0.868,0.0104679549811407,0.6999745398759842,655360000.0,327680000.0,163840000.0,348161280.0,92161280.0,46081280.0,2.3578761220306155,topk,,,,,,,,,
topk,"0.5,0.25,0.125",0.5000,0.2500,0.1250,20,10000,8611,0.8611,0.0100812650402076,0.6920146495103836,655360000.0,327680000.0,163840000.0,348161280.0,92161280.0,25601280.0,2.4615181743007613,topk,,,,,,,,,
topk,"0.9,0.125,0.9",0.9000,0.1250,0.9000,20,10000,8481,0.8481,0.010091290064156,0.7352006822824478,655360000.0,327680000.0,163840000.0,610281280.0,51201280.0,152561280.0,1.4088676108647908,topk,,,,,,,,,
topk,"0.9,0.125,1.0",0.9000,0.1250,1.0000,20,10000,8481,0.8481,0.0102728500263765,0.7352006822824478,655360000.0,327680000.0,163840000.0,610281280.0,51201280.0,163840000.0,1.3896142618469074,topk,,,,,,,,,
topk,"0.9,0.125,0.75",0.9000,0.1250,0.7500,20,10000,8481,0.8481,0.0105949150165542,0.7352006822824478,655360000.0,327680000.0,163840000.0,610281280.0,51201280.0,128001280.0,1.4526959791855905,topk,,,,,,,,,
topk,"0.9,0.125,0.5",0.9000,0.1250,0.5000,20,10000,8480,0.848,0.0105247450526803,0.7355753809213639,655360000.0,327680000.0,163840000.0,610281280.0,51201280.0,87041280.0,1.532189008168397,topk,,,,,,,,,
topk,"1.0,0.125,0.5",1.0000,0.1250,0.5000,20,10000,8477,0.8477,0.0109965950250625,0.7362519323825836,655360000.0,327680000.0,163840000.0,655360000.0,51201280.0,87041280.0,1.4451566285270048,topk,,,,,,,,,
topk,"1.0,0.125,0.75",1.0000,0.1250,0.7500,20,10000,8476,0.8476,0.0104474850231781,0.7358360886573792,655360000.0,327680000.0,163840000.0,655360000.0,51201280.0,128001280.0,1.374228913408241,topk,,,,,,,,,
topk,"1.0,0.125,1.0",1.0000,0.1250,1.0000,20,10000,8476,0.8476,0.0107362649170681,0.7358360886573792,655360000.0,327680000.0,163840000.0,655360000.0,51201280.0,163840000.0,1.317645121110116,topk,,,,,,,,,
topk,"1.0,0.125,0.9",1.0000,0.1250,0.9000,20,10000,8476,0.8476,0.0112023099791258,0.7358360886573792,655360000.0,327680000.0,163840000.0,655360000.0,51201280.0,152561280.0,1.3349434101695572,topk,,,,,,,,,
topk,"0.75,0.125,0.5",0.7500,0.1250,0.5000,20,10000,8435,0.8435,0.0108350500348024,0.7694167882204056,655360000.0,327680000.0,163840000.0,512001280.0,51201280.0,87041280.0,1.7637691115997347,topk,,,,,,,,,
topk,"0.75,0.125,0.9",0.7500,0.1250,0.9000,20,10000,8433,0.8433,0.0108872950659133,0.7689905077219009,655360000.0,327680000.0,163840000.0,512001280.0,51201280.0,152561280.0,1.6023162053003404,topk,,,,,,,,,
topk,"0.75,0.125,0.75",0.7500,0.1250,0.7500,20,10000,8433,0.8433,0.0117536150384694,0.7689905077219009,655360000.0,327680000.0,163840000.0,512001280.0,51201280.0,128001280.0,1.6592500412034747,topk,,,,,,,,,
topk,"0.75,0.125,1.0",0.7500,0.1250,1.0000,20,10000,8433,0.8433,0.0120463649160228,0.7689905077219009,655360000.0,327680000.0,163840000.0,512001280.0,51201280.0,163840000.0,1.5774592342984708,topk,,,,,,,,,
topk,"1.0,0.125,0.25",1.0000,0.1250,0.2500,20,10000,8420,0.842,0.0108378750039264,0.7434305876493454,655360000.0,327680000.0,163840000.0,655360000.0,51201280.0,46081280.0,1.5238043408015618,topk,,,,,,,,,
topk,"0.9,0.125,0.25",0.9000,0.1250,0.2500,20,10000,8417,0.8417,0.0109203449101187,0.7429808646440506,655360000.0,327680000.0,163840000.0,610281280.0,51201280.0,46081280.0,1.6208855444054349,topk,,,,,,,,,
topk,"0.75,0.125,0.25",0.7500,0.1250,0.2500,20,10000,8369,0.8369,0.0109776500496082,0.7738207340240478,655360000.0,327680000.0,163840000.0,512001280.0,51201280.0,46081280.0,1.8823410776822835,topk,,,,,,,,,
topk,"0.9,0.125,0.125",0.9000,0.1250,0.1250,20,10000,8253,0.8253,0.0108267349540255,0.7414673268795013,655360000.0,327680000.0,163840000.0,610281280.0,51201280.0,25601280.0,1.6691994968183212,topk,,,,,,,,,
topk,"1.0,0.125,0.125",1.0000,0.1250,0.1250,20,10000,8245,0.8245,0.010465454950463,0.7423641830682755,655360000.0,327680000.0,163840000.0,655360000.0,51201280.0,25601280.0,1.5664280894122748,topk,,,,,,,,,
topk,"0.75,0.125,0.125",0.7500,0.1250,0.1250,20,10000,8214,0.8214,0.0108060850878246,0.7706635177135468,655360000.0,327680000.0,163840000.0,512001280.0,51201280.0,25601280.0,1.9478133838257576,topk,,,,,,,,,
topk,"0.5,0.125,1.0",0.5000,0.1250,1.0000,20,10000,7997,0.7997,0.010321825032588,1.0618144273757937,655360000.0,327680000.0,163840000.0,348161280.0,51201280.0,163840000.0,2.0363543802073627,topk,,,,,,,,,
topk,"0.5,0.125,0.75",0.5000,0.1250,0.7500,20,10000,7997,0.7997,0.0105761950020678,1.0618144273757937,655360000.0,327680000.0,163840000.0,348161280.0,51201280.0,128001280.0,2.1747414460574315,topk,,,,,,,,,
topk,"0.5,0.125,0.9",0.5000,0.1250,0.9000,20,10000,7997,0.7997,0.0109928849502466,1.0618144273757937,655360000.0,327680000.0,163840000.0,348161280.0,51201280.0,152561280.0,2.077967858753845,topk,,,,,,,,,
topk,"0.5,0.125,0.5",0.5000,0.1250,0.5000,20,10000,7994,0.7994,0.0104580550570972,1.0617514699697497,655360000.0,327680000.0,163840000.0,348161280.0,51201280.0,87041280.0,2.3578761220306155,topk,,,,,,,,,
topk,"0.5,0.125,0.25",0.5000,0.1250,0.2500,20,10000,7942,0.7942,0.0106399000622332,1.055712479352951,655360000.0,327680000.0,163840000.0,348161280.0,51201280.0,46081280.0,2.57469044807085,topk,,,,,,,,,
topk,"0.5,0.125,0.125",0.5000,0.1250,0.1250,20,10000,7839,0.7839,0.011159500060603,1.0208721607923508,655360000.0,327680000.0,163840000.0,348161280.0,51201280.0,25601280.0,2.698770794239811,topk,,,,,,,,,
topk,"0.25,0.9,0.25",0.2500,0.9000,0.2500,20,10000,7740,0.774,0.0105938850087113,1.2611832737922668,655360000.0,327680000.0,163840000.0,184321280.0,305121280.0,46081280.0,2.141604004034629,topk,,,,,,,,,
topk,"0.25,0.75,0.25",0.2500,0.7500,0.2500,20,10000,7740,0.774,0.0114014900289475,1.2612097561359406,655360000.0,327680000.0,163840000.0,184321280.0,256001280.0,46081280.0,2.3578761220306155,topk,,,,,,,,,
topk,"0.25,1.0,0.25",0.2500,1.0000,0.2500,20,10000,7740,0.774,0.0116388299735263,1.2611832737922668,655360000.0,327680000.0,163840000.0,184321280.0,327680000.0,46081280.0,2.0550364447869507,topk,,,,,,,,,
topk,"0.25,0.5,0.25",0.2500,0.5000,0.2500,20,10000,7706,0.7706,0.0106667749467305,1.2914288580417632,655360000.0,327680000.0,163840000.0,184321280.0,174081280.0,46081280.0,2.83541611946722,topk,,,,,,,,,
topk,"0.25,0.75,0.5",0.2500,0.7500,0.5000,20,10000,7701,0.7701,0.0101554150343872,1.324239194393158,655360000.0,327680000.0,163840000.0,184321280.0,256001280.0,87041280.0,2.1747414460574315,topk,,,,,,,,,
topk,"0.25,0.9,0.5",0.2500,0.9000,0.5000,20,10000,7701,0.7701,0.0101604049908928,1.3242383658885957,655360000.0,327680000.0,163840000.0,184321280.0,305121280.0,87041280.0,1.9894399815266288,topk,,,,,,,,,
topk,"0.25,1.0,0.5",0.2500,1.0000,0.5000,20,10000,7701,0.7701,0.0109464150387793,1.3242383658885957,655360000.0,327680000.0,163840000.0,184321280.0,327680000.0,87041280.0,1.914521732813108,topk,,,,,,,,,
topk,"0.25,0.9,0.75",0.2500,0.9000,0.7500,20,10000,7697,0.7697,0.0102041500736959,1.328207892179489,655360000.0,327680000.0,163840000.0,184321280.0,305121280.0,128001280.0,1.85746447806492,topk,,,,,,,,,
topk,"0.25,0.75,0.9",0.2500,0.7500,0.9000,20,10000,7697,0.7697,0.010316499962937,1.3282103538513184,655360000.0,327680000.0,163840000.0,184321280.0,256001280.0,152561280.0,1.934409276528772,topk,,,,,,,,,
topk,"0.25,1.0,0.75",0.2500,1.0000,0.7500,20,10000,7697,0.7697,0.010490665026009,1.328207892179489,655360000.0,327680000.0,163840000.0,184321280.0,327680000.0,128001280.0,1.791992832028672,topk,,,,,,,,,
topk,"0.25,1.0,1.0",0.2500,1.0000,1.0000,20,10000,7697,0.7697,0.0105696699465624,1.328207892179489,655360000.0,327680000.0,163840000.0,184321280.0,327680000.0,163840000.0,1.6969664830180249,topk,,,,,,,,,
topk,"0.25,1.0,0.9",0.2500,1.0000,0.9000,20,10000,7697,0.7697,0.0106169999227859,1.328207892179489,655360000.0,327680000.0,163840000.0,184321280.0,327680000.0,152561280.0,1.7257667961312777,topk,,,,,,,,,
topk,"0.25,0.9,1.0",0.2500,0.9000,1.0000,20,10000,7697,0.7697,0.0106384400161914,1.328207892179489,655360000.0,327680000.0,163840000.0,184321280.0,305121280.0,163840000.0,1.7555650039088753,topk,,,,,,,,,
topk,"0.25,0.75,1.0",0.2500,0.7500,1.0000,20,10000,7697,0.7697,0.0107474999618716,1.3282103538513184,655360000.0,327680000.0,163840000.0,184321280.0,256001280.0,163840000.0,1.8982970411142328,topk,,,,,,,,,
topk,"0.25,0.9,0.9",0.2500,0.9000,0.9000,20,10000,7697,0.7697,0.010807594936341,1.328207892179489,655360000.0,327680000.0,163840000.0,184321280.0,305121280.0,152561280.0,1.786406760433084,topk,,,,,,,,,
topk,"0.25,0.75,0.75",0.2500,0.7500,0.7500,20,10000,7697,0.7697,0.011268814955838,1.3282103538513184,655360000.0,327680000.0,163840000.0,184321280.0,256001280.0,128001280.0,2.018004382853269,topk,,,,,,,,,
topk,"0.25,0.5,0.5",0.2500,0.5000,0.5000,20,10000,7658,0.7658,0.0108207850134931,1.350799459218979,655360000.0,327680000.0,163840000.0,184321280.0,174081280.0,87041280.0,2.57469044807085,topk,,,,,,,,,
topk,"0.25,0.5,1.0",0.2500,0.5000,1.0000,20,10000,7651,0.7651,0.0106016249861568,1.3545007586479187,655360000.0,327680000.0,163840000.0,184321280.0,174081280.0,163840000.0,2.1960676663349687,topk,,,,,,,,,
topk,"0.25,0.5,0.75",0.2500,0.5000,0.7500,20,10000,7651,0.7651,0.0112626951071433,1.3545007586479187,655360000.0,327680000.0,163840000.0,184321280.0,174081280.0,128001280.0,2.3578761220306155,topk,,,,,,,,,
topk,"0.25,0.5,0.9",0.2500,0.5000,0.9000,20,10000,7651,0.7651,0.0131811899947933,1.3545007586479187,655360000.0,327680000.0,163840000.0,184321280.0,174081280.0,152561280.0,2.24454239266716,topk,,,,,,,,,
topk,"0.25,0.75,0.125",0.2500,0.7500,0.1250,20,10000,7581,0.7581,0.0101041899528354,1.1983100175857544,655360000.0,327680000.0,163840000.0,184321280.0,256001280.0,25601280.0,2.4615181743007613,topk,,,,,,,,,
topk,"0.25,0.9,0.125",0.2500,0.9000,0.1250,20,10000,7581,0.7581,0.011446655052714,1.1983060896396638,655360000.0,327680000.0,163840000.0,184321280.0,305121280.0,25601280.0,2.2267619005015185,topk,,,,,,,,,
topk,"0.25,1.0,0.125",0.2500,1.0000,0.1250,20,10000,7581,0.7581,0.0118292449973523,1.1983060896396638,655360000.0,327680000.0,163840000.0,184321280.0,327680000.0,25601280.0,2.133323174651549,topk,,,,,,,,,
topk,"0.25,0.5,0.125",0.2500,0.5000,0.1250,20,10000,7531,0.7531,0.0106101849698461,1.2404158890247343,655360000.0,327680000.0,163840000.0,184321280.0,174081280.0,25601280.0,2.986636800298664,topk,,,,,,,,,
topk,"0.25,0.25,0.25",0.2500,0.2500,0.2500,20,10000,7333,0.7333,0.0119743299786932,1.516560864448547,655360000.0,327680000.0,163840000.0,184321280.0,92161280.0,46081280.0,3.555513228017127,topk,,,,,,,,,
topk,"0.25,0.25,0.75",0.2500,0.2500,0.7500,20,10000,7329,0.7329,0.0103013150743208,1.5750677049160005,655360000.0,327680000.0,163840000.0,184321280.0,92161280.0,128001280.0,2.83541611946722,topk,,,,,,,,,
topk,"0.25,0.25,1.0",0.2500,0.2500,1.0000,20,10000,7329,0.7329,0.0103052400168962,1.5750677049160005,655360000.0,327680000.0,163840000.0,184321280.0,92161280.0,163840000.0,2.604636019558026,topk,,,,,,,,,
topk,"0.25,0.25,0.9",0.2500,0.2500,0.9000,20,10000,7329,0.7329,0.0112888649455271,1.5750677049160005,655360000.0,327680000.0,163840000.0,184321280.0,92161280.0,152561280.0,2.67310678554434,topk,,,,,,,,,
topk,"0.25,0.25,0.5",0.2500,0.2500,0.5000,20,10000,7326,0.7326,0.0102646849816665,1.57307825088501,655360000.0,327680000.0,163840000.0,184321280.0,92161280.0,87041280.0,3.154896251095939,topk,,,,,,,,,
topk,"0.25,0.25,0.125",0.2500,0.2500,0.1250,20,10000,7161,0.7161,0.0110631249728612,1.4613310635089871,655360000.0,327680000.0,163840000.0,184321280.0,92161280.0,25601280.0,3.7965619081113378,topk,,,,,,,,,
topk,"0.25,0.125,0.5",0.2500,0.1250,0.5000,20,10000,6572,0.6572,0.0109964699950069,1.9203155279159545,655360000.0,327680000.0,163840000.0,184321280.0,51201280.0,87041280.0,3.555513228017127,topk,,,,,,,,,
topk,"0.25,0.125,0.75",0.2500,0.1250,0.7500,20,10000,6569,0.6569,0.0104532349854707,1.921821755170822,655360000.0,327680000.0,163840000.0,184321280.0,51201280.0,128001280.0,3.154896251095939,topk,,,,,,,,,
topk,"0.25,0.125,0.9",0.2500,0.1250,0.9000,20,10000,6569,0.6569,0.0108781450311653,1.921821755170822,655360000.0,327680000.0,163840000.0,184321280.0,51201280.0,152561280.0,2.9552377135827146,topk,,,,,,,,,
topk,"0.25,0.125,1.0",0.2500,0.1250,1.0000,20,10000,6569,0.6569,0.0119505900191143,1.921821755170822,655360000.0,327680000.0,163840000.0,184321280.0,51201280.0,163840000.0,2.871776462971391,topk,,,,,,,,,
topk,"0.25,0.125,0.25",0.2500,0.1250,0.2500,20,10000,6553,0.6553,0.0110760599956847,1.8643607318401336,655360000.0,327680000.0,163840000.0,184321280.0,51201280.0,46081280.0,4.072671736294505,topk,,,,,,,,,
topk,"0.25,0.125,0.125",0.2500,0.1250,0.1250,20,10000,6358,0.6358,0.0116769699496217,1.7759356796741486,655360000.0,327680000.0,163840000.0,184321280.0,51201280.0,25601280.0,4.392092273152846,topk,,,,,,,,,
topk,"0.125,0.5,0.125",0.1250,0.5000,0.1250,20,10000,4917,0.4917,0.0111654549837112,2.48866845369339,655360000.0,327680000.0,163840000.0,102401280.0,174081280.0,25601280.0,3.7965619081113378,topk,,,,,,,,,
topk,"0.125,0.5,0.25",0.1250,0.5000,0.2500,20,10000,4907,0.4907,0.0109136700048111,2.987451267242432,655360000.0,327680000.0,163840000.0,102401280.0,174081280.0,46081280.0,3.555513228017127,topk,,,,,,,,,
topk,"0.125,1.0,0.25",0.1250,1.0000,0.2500,20,10000,4865,0.4865,0.0101358800427988,3.026125466823578,655360000.0,327680000.0,163840000.0,102401280.0,327680000.0,46081280.0,2.4085892011333274,topk,,,,,,,,,
topk,"0.125,0.75,0.25",0.1250,0.7500,0.2500,20,10000,4865,0.4865,0.0106822700239717,3.026125466823578,655360000.0,327680000.0,163840000.0,102401280.0,256001280.0,46081280.0,2.83541611946722,topk,,,,,,,,,
topk,"0.125,0.9,0.25",0.1250,0.9000,0.2500,20,10000,4865,0.4865,0.0107582900207489,3.026125466823578,655360000.0,327680000.0,163840000.0,102401280.0,305121280.0,46081280.0,2.528373657506956,topk,,,,,,,,,
topk,"0.125,0.75,0.125",0.1250,0.7500,0.1250,20,10000,4855,0.4855,0.0102505750139243,2.5014599084854128,655360000.0,327680000.0,163840000.0,102401280.0,256001280.0,25601280.0,2.986636800298664,topk,,,,,,,,,
topk,"0.125,1.0,0.125",0.1250,1.0000,0.1250,20,10000,4855,0.4855,0.0104457899578846,2.5014599084854128,655360000.0,327680000.0,163840000.0,102401280.0,327680000.0,25601280.0,2.5168397930348707,topk,,,,,,,,,
topk,"0.125,0.9,0.125",0.1250,0.9000,0.1250,20,10000,4855,0.4855,0.0108222199603915,2.5014599084854128,655360000.0,327680000.0,163840000.0,102401280.0,305121280.0,25601280.0,2.64792628362364,topk,,,,,,,,,
