compressor,compressor_policy,llm_policy,outlier_precision,regular_precision,outlier_values,outlier0,outlier1,outlier2,quant_precision_values,quant0_precision,quant1_precision,quant2_precision,k_values,k0,k1,k2,num_samples,correct_count,avg_accuracy,avg_latency,avg_ce_loss,avg_margin,avg_payload_ratio,avg_compression_ratio,tp0_original_bytes,tp1_original_bytes,tp2_original_bytes,tp0_compressed_bytes,tp1_compressed_bytes,tp2_compressed_bytes,tp0_payload_ratio,tp1_payload_ratio,tp2_payload_ratio,model_name,split,positive_token,negative_token,positive_token_id,negative_token_id,prompt_template
quantization,quantization,,,,,,,,"int4,fp16,int8",int4,fp16,int8,"0.1250,0.5000,0.2500",0.1250,0.5000,0.2500,872,444,0.5091743119266054,0.057240313307783744,0.7129418423416418,0.4382209777832031,0.2918362087673611,3.42657960170102,342884352.0,342884352.0,342884352.0,42919840.0,171497984.0,85780384.0,0.1252,0.5002,0.2502,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int8,fp16,int4",int8,fp16,int4,"0.2500,0.5000,0.1250",0.2500,0.5000,0.1250,872,444,0.5091743119266054,0.05740477556977934,0.7129418423416418,0.4382209777832031,0.2918362087673611,3.42657960170102,342884352.0,342884352.0,342884352.0,85780384.0,171497984.0,42919840.0,0.2502,0.5002,0.1252,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"fp16,int2,int4",fp16,int2,int4,"0.5000,0.0625,0.1250",0.5000,0.0625,0.1250,872,444,0.5091743119266054,0.05779209964985558,0.7129418423416418,0.4382209777832031,0.2293362087673611,4.360410444451015,342884352.0,342884352.0,342884352.0,171497984.0,21489568.0,42919840.0,0.5002,0.0627,0.1252,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int4,fp16,int2",int4,fp16,int2,"0.1250,0.5000,0.0625",0.1250,0.5000,0.0625,872,444,0.5091743119266054,0.0578033785525829,0.7129418423416418,0.4382209777832031,0.2293362087673611,4.360410444451015,342884352.0,342884352.0,342884352.0,42919840.0,171497984.0,21489568.0,0.1252,0.5002,0.0627,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int2,fp16,int4",int2,fp16,int4,"0.0625,0.5000,0.1250",0.0625,0.5000,0.1250,872,444,0.5091743119266054,0.05796802316636377,0.7129418423416418,0.4382209777832031,0.2293362087673611,4.360410444451015,342884352.0,342884352.0,342884352.0,21489568.0,171497984.0,42919840.0,0.0627,0.5002,0.1252,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"fp16,int4,int8",fp16,int4,int8,"0.5000,0.1250,0.2500",0.5000,0.1250,0.2500,872,444,0.5091743119266054,0.05799105012342932,0.7129418423416418,0.4382209777832031,0.2918362087673611,3.42657960170102,342884352.0,342884352.0,342884352.0,171497984.0,42919840.0,85780384.0,0.5002,0.1252,0.2502,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"fp16,int4,int2",fp16,int4,int2,"0.5000,0.1250,0.0625",0.5000,0.1250,0.0625,872,444,0.5091743119266054,0.05800737271356661,0.7129418423416418,0.4382209777832031,0.2293362087673611,4.360410444451015,342884352.0,342884352.0,342884352.0,171497984.0,42919840.0,21489568.0,0.5002,0.1252,0.0627,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int4,fp16,int4",int4,fp16,int4,"0.1250,0.5000,0.1250",0.1250,0.5000,0.1250,872,444,0.5091743119266054,0.05917133211420952,0.7129418423416418,0.4382209777832031,0.2501695421006944,3.997289164791672,342884352.0,342884352.0,342884352.0,42919840.0,171497984.0,42919840.0,0.1252,0.5002,0.1252,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"fp16,int4,int4",fp16,int4,int4,"0.5000,0.1250,0.1250",0.5000,0.1250,0.1250,872,444,0.5091743119266054,0.05928234265873704,0.7129418423416418,0.4382209777832031,0.2501695421006944,3.997289164791672,342884352.0,342884352.0,342884352.0,171497984.0,42919840.0,42919840.0,0.5002,0.1252,0.1252,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int4,int2,int4",int4,int2,int4,"0.1250,0.0625,0.1250",0.1250,0.0625,0.1250,872,444,0.5091743119266054,0.06090129622089497,0.7355235592257061,0.5539249176279121,0.104339599609375,9.584088914887394,342884352.0,342884352.0,342884352.0,42919840.0,21489568.0,42919840.0,0.1252,0.0627,0.1252,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int8,int4,int4",int8,int4,int4,"0.2500,0.1250,0.1250",0.2500,0.1250,0.1250,872,443,0.5080275229357798,0.060090362492718076,1.1036429979098636,1.5727022100889354,0.166839599609375,5.993780867020304,342884352.0,342884352.0,342884352.0,85780384.0,42919840.0,42919840.0,0.2502,0.1252,0.1252,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int4,int2,int8",int4,int2,int8,"0.1250,0.0625,0.2500",0.1250,0.0625,0.2500,872,442,0.5068807339449541,0.058439418569916364,0.7384883018740274,0.5456061858102816,0.14600626627604166,6.849021110569219,342884352.0,342884352.0,342884352.0,42919840.0,21489568.0,85780384.0,0.1252,0.0627,0.2502,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int2,int4,int2",int2,int4,int2,"0.0625,0.1250,0.0625",0.0625,0.1250,0.0625,872,442,0.5068807339449541,0.07422821157784927,0.9555063164844221,1.2670923613285252,0.08350626627604167,11.975149226458765,342884352.0,342884352.0,342884352.0,21489568.0,42919840.0,21489568.0,0.0627,0.1252,0.0627,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int2,int2,int2",int2,int2,int2,"0.0625,0.0625,0.0625",0.0625,0.0625,0.0625,872,442,0.5068807339449541,0.07535987305497631,0.7175332703584925,0.4196750838822181,0.06267293294270833,15.955851322837201,342884352.0,342884352.0,342884352.0,21489568.0,21489568.0,21489568.0,0.0627,0.0627,0.0627,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int8,int8,int2",int8,int8,int2,"0.2500,0.2500,0.0625",0.2500,0.2500,0.0625,872,441,0.5057339449541285,0.056652775229223996,0.7165876669347833,0.3999490541055662,0.18767293294270834,5.328418884492384,342884352.0,342884352.0,342884352.0,85780384.0,85780384.0,21489568.0,0.2502,0.2502,0.0627,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int2,int8,int2",int2,int8,int2,"0.0625,0.2500,0.0625",0.0625,0.2500,0.0625,872,440,0.5045871559633027,0.055468289104691884,0.7165436996232479,0.4234247781814785,0.12517293294270834,7.9889475822836244,342884352.0,342884352.0,342884352.0,21489568.0,85780384.0,21489568.0,0.0627,0.2502,0.0627,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int8,int2,int2",int8,int2,int2,"0.2500,0.0625,0.0625",0.2500,0.0625,0.0625,872,440,0.5045871559633027,0.05752905034524209,0.7153082937173066,0.4013827918866359,0.12517293294270834,7.9889475822836244,342884352.0,342884352.0,342884352.0,85780384.0,21489568.0,21489568.0,0.2502,0.0627,0.0627,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int4,int2,fp16",int4,int2,fp16,"0.1250,0.0625,0.5000",0.1250,0.0625,0.5000,872,440,0.5045871559633027,0.05770710596191022,0.7536887640492358,0.5198045252659999,0.2293362087673611,4.360410444451015,342884352.0,342884352.0,342884352.0,42919840.0,21489568.0,171497984.0,0.1252,0.0627,0.5002,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"passthrough,int2,int2",passthrough,int2,int2,"1.0000,0.0625,0.0625",1.0000,0.0625,0.0625,872,439,0.5034403669724771,0.056445304920614926,0.7194582148702866,0.41384566377062315,0.3751152886284722,2.6658470883879017,342884352.0,342884352.0,342884352.0,342884352.0,21489568.0,21489568.0,1.0,0.0627,0.0627,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int4,int4,int2",int4,int4,int2,"0.1250,0.1250,0.0625",0.1250,0.1250,0.0625,872,439,0.5034403669724771,0.061159660316653416,0.9510866007527311,1.2756519872169736,0.104339599609375,9.584088914887394,342884352.0,342884352.0,342884352.0,42919840.0,42919840.0,21489568.0,0.1252,0.1252,0.0627,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int4,passthrough,int4",int4,passthrough,int4,"0.1250,1.0000,0.1250",0.1250,1.0000,0.1250,872,438,0.5022935779816514,0.058920582327585874,1.1492280312556824,1.7551207323345022,0.4167819552951389,2.3993361211904256,342884352.0,342884352.0,342884352.0,42919840.0,342884352.0,42919840.0,0.1252,1.0,0.1252,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int4,int4,int8",int4,int4,int8,"0.1250,0.1250,0.2500",0.1250,0.1250,0.2500,872,438,0.5022935779816514,0.059650482672881845,0.788247880910378,0.7758964886632534,0.166839599609375,5.993780867020304,342884352.0,342884352.0,342884352.0,42919840.0,42919840.0,85780384.0,0.1252,0.1252,0.2502,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int2,int4,passthrough",int2,int4,passthrough,"0.0625,0.1250,1.0000",0.0625,0.1250,1.0000,872,437,0.5011467889908257,0.054552245650701055,0.80516679836608,0.8056816445031297,0.3959486219618056,2.5255802003939367,342884352.0,342884352.0,342884352.0,21489568.0,42919840.0,342884352.0,0.0627,0.1252,1.0,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int2,int8,int8",int2,int8,int8,"0.0625,0.2500,0.2500",0.0625,0.2500,0.2500,872,437,0.5011467889908257,0.05581504358363192,0.7408937675570813,0.5619615846817646,0.18767293294270834,5.328418884492384,342884352.0,342884352.0,342884352.0,21489568.0,85780384.0,85780384.0,0.0627,0.2502,0.2502,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int2,int8,fp16",int2,int8,fp16,"0.0625,0.2500,0.5000",0.0625,0.2500,0.5000,872,437,0.5011467889908257,0.056041871221552374,0.741012606590371,0.5626547828726812,0.2710028754340278,3.689997747804109,342884352.0,342884352.0,342884352.0,21489568.0,85780384.0,171497984.0,0.0627,0.2502,0.5002,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int2,int8,passthrough",int2,int8,passthrough,"0.0625,0.2500,1.0000",0.0625,0.2500,1.0000,872,437,0.5011467889908257,0.056956632002449055,0.7410103073087307,0.5626496574200621,0.4376152886284722,2.2851121201320335,342884352.0,342884352.0,342884352.0,21489568.0,85780384.0,342884352.0,0.0627,0.2502,1.0,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int4,passthrough,passthrough",int4,passthrough,passthrough,"0.1250,1.0000,1.0000",0.1250,1.0000,1.0000,872,436,0.5,0.05620840194831611,0.8037180520931617,0.8550208861674737,0.7083909776475694,1.411649825525458,342884352.0,342884352.0,342884352.0,42919840.0,342884352.0,342884352.0,0.1252,1.0,1.0,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int4,int8,passthrough",int4,int8,passthrough,"0.1250,0.2500,1.0000",0.1250,0.2500,1.0000,872,435,0.4988532110091743,0.056486683602363655,0.8320755633170964,0.8640228050564407,0.4584486219618056,2.181269507847517,342884352.0,342884352.0,342884352.0,42919840.0,85780384.0,342884352.0,0.1252,0.2502,1.0,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int8,int4,int2",int8,int4,int2,"0.2500,0.1250,0.0625",0.2500,0.1250,0.0625,872,435,0.4988532110091743,0.058454707680364065,0.9258622538577125,1.2227629448432442,0.14600626627604166,6.849021110569219,342884352.0,342884352.0,342884352.0,85780384.0,42919840.0,21489568.0,0.2502,0.1252,0.0627,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int2,int4,int8",int2,int4,int8,"0.0625,0.1250,0.2500",0.0625,0.1250,0.2500,872,435,0.4988532110091743,0.07126770722957482,0.8025577739222881,0.8441665249133329,0.14600626627604166,6.849021110569219,342884352.0,342884352.0,342884352.0,21489568.0,42919840.0,85780384.0,0.0627,0.1252,0.2502,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int2,int4,int4",int2,int4,int4,"0.0625,0.1250,0.1250",0.0625,0.1250,0.1250,872,434,0.49770642201834864,0.07700171812443883,1.0517701058184734,1.4640377259582555,0.104339599609375,9.584088914887394,342884352.0,342884352.0,342884352.0,21489568.0,42919840.0,42919840.0,0.0627,0.1252,0.1252,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int4,int8,int8",int4,int8,int8,"0.1250,0.2500,0.2500",0.1250,0.2500,0.2500,872,432,0.4954128440366973,0.05767703945524222,0.8108086470437638,0.8860253295220366,0.20850626627604166,4.7960189295994535,342884352.0,342884352.0,342884352.0,42919840.0,85780384.0,85780384.0,0.1252,0.2502,0.2502,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"passthrough,int4,int4",passthrough,int4,int4,"1.0000,0.1250,0.1250",1.0000,0.1250,0.1250,872,431,0.49426605504587157,0.05896094518739286,1.0827459715221783,1.5756562646786008,0.4167819552951389,2.3993361211904256,342884352.0,342884352.0,342884352.0,342884352.0,42919840.0,42919840.0,1.0,0.1252,0.1252,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int4,int8,int4",int4,int8,int4,"0.1250,0.2500,0.1250",0.1250,0.2500,0.1250,872,431,0.49426605504587157,0.05944614552726132,1.1209403586880557,1.737898224024871,0.166839599609375,5.993780867020304,342884352.0,342884352.0,342884352.0,42919840.0,85780384.0,42919840.0,0.1252,0.2502,0.1252,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int4,passthrough,int2",int4,passthrough,int2,"0.1250,1.0000,0.0625",0.1250,1.0000,0.0625,872,430,0.49311926605504586,0.05756862511230342,0.9318564511962271,1.1651907353790119,0.3959486219618056,2.5255802003939367,342884352.0,342884352.0,342884352.0,42919840.0,342884352.0,21489568.0,0.1252,1.0,0.0627,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int4,int4,int4",int4,int4,int4,"0.1250,0.1250,0.1250",0.1250,0.1250,0.1250,872,430,0.49311926605504586,0.06219143807298478,1.0407273681751101,1.5076938842192567,0.12517293294270834,7.9889475822836244,342884352.0,342884352.0,342884352.0,42919840.0,42919840.0,42919840.0,0.1252,0.1252,0.1252,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"fp16,passthrough,passthrough",fp16,passthrough,passthrough,"0.5000,1.0000,1.0000",0.5000,1.0000,1.0000,872,428,0.4908256880733945,0.05318535126611129,,,0.8333875868055556,1.199921880085932,342884352.0,342884352.0,342884352.0,171497984.0,342884352.0,342884352.0,0.5002,1.0,1.0,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"passthrough,fp16,passthrough",passthrough,fp16,passthrough,"1.0000,0.5000,1.0000",1.0000,0.5000,1.0000,872,428,0.4908256880733945,0.05340986282974823,,,0.8333875868055556,1.199921880085932,342884352.0,342884352.0,342884352.0,342884352.0,171497984.0,342884352.0,1.0,0.5002,1.0,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"fp16,fp16,passthrough",fp16,fp16,passthrough,"0.5000,0.5000,1.0000",0.5000,0.5000,1.0000,872,428,0.4908256880733945,0.05350659703280469,,,0.6667751736111112,1.4997558991049633,342884352.0,342884352.0,342884352.0,171497984.0,171497984.0,342884352.0,0.5002,0.5002,1.0,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"passthrough,fp16,fp16",passthrough,fp16,fp16,"1.0000,0.5000,0.5000",1.0000,0.5000,0.5000,872,428,0.4908256880733945,0.05379659827550822,,,0.6667751736111112,1.4997558991049633,342884352.0,342884352.0,342884352.0,342884352.0,171497984.0,171497984.0,1.0,0.5002,0.5002,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"fp16,passthrough,fp16",fp16,passthrough,fp16,"0.5000,1.0000,0.5000",0.5000,1.0000,0.5000,872,428,0.4908256880733945,0.05380523130468546,,,0.6667751736111112,1.4997558991049633,342884352.0,342884352.0,342884352.0,171497984.0,342884352.0,171497984.0,0.5002,1.0,0.5002,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int8,passthrough,passthrough",int8,passthrough,passthrough,"0.2500,1.0000,1.0000",0.2500,1.0000,1.0000,872,428,0.4908256880733945,0.053809756876627375,0.7888183141246848,0.7928687640286367,0.7500576443142362,1.3332308624282891,342884352.0,342884352.0,342884352.0,85780384.0,342884352.0,342884352.0,0.2502,1.0,1.0,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int8,fp16,passthrough",int8,fp16,passthrough,"0.2500,0.5000,1.0000",0.2500,0.5000,1.0000,872,428,0.4908256880733945,0.05385711823788753,,,0.5834452311197916,1.7139569348792607,342884352.0,342884352.0,342884352.0,85780384.0,171497984.0,342884352.0,0.2502,0.5002,1.0,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"fp16,fp16,fp16",fp16,fp16,fp16,"0.5000,0.5000,0.5000",0.5000,0.5000,0.5000,872,428,0.4908256880733945,0.05393151169612901,,,0.5001627604166666,1.9993491701919948,342884352.0,342884352.0,342884352.0,171497984.0,171497984.0,171497984.0,0.5002,0.5002,0.5002,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int8,passthrough,fp16",int8,passthrough,fp16,"0.2500,1.0000,0.5000",0.2500,1.0000,0.5000,872,428,0.4908256880733945,0.05424016811927661,0.7888195498444892,0.7928669906537468,0.5834452311197916,1.7139569348792607,342884352.0,342884352.0,342884352.0,85780384.0,342884352.0,171497984.0,0.2502,1.0,0.5002,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int8,fp16,fp16",int8,fp16,fp16,"0.2500,0.5000,0.5000",0.2500,0.5000,0.5000,872,428,0.4908256880733945,0.05452582363034983,,,0.4168328179253472,2.3990433502265534,342884352.0,342884352.0,342884352.0,85780384.0,171497984.0,171497984.0,0.2502,0.5002,0.5002,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int8,passthrough,int8",int8,passthrough,int8,"0.2500,1.0000,0.2500",0.2500,1.0000,0.2500,872,428,0.4908256880733945,0.05481663520699965,0.7891678804480428,0.7934281470578745,0.5001152886284722,1.999538951793342,342884352.0,342884352.0,342884352.0,85780384.0,342884352.0,85780384.0,0.2502,1.0,0.2502,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int2,fp16,passthrough",int2,fp16,passthrough,"0.0625,0.5000,1.0000",0.0625,0.5000,1.0000,872,428,0.4908256880733945,0.05505457797692234,,,0.5209452311197916,1.9195875886040108,342884352.0,342884352.0,342884352.0,21489568.0,171497984.0,342884352.0,0.0627,0.5002,1.0,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int2,fp16,fp16",int2,fp16,fp16,"0.0625,0.5000,0.5000",0.0625,0.5000,0.5000,872,428,0.4908256880733945,0.05572540859837051,,,0.3543328179253472,2.8222054221652297,342884352.0,342884352.0,342884352.0,21489568.0,171497984.0,171497984.0,0.0627,0.5002,0.5002,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int4,fp16,passthrough",int4,fp16,passthrough,"0.1250,0.5000,1.0000",0.1250,0.5000,1.0000,872,428,0.4908256880733945,0.05619108944879247,,,0.541778564453125,1.84577254548527,342884352.0,342884352.0,342884352.0,42919840.0,171497984.0,342884352.0,0.1252,0.5002,1.0,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int4,fp16,fp16",int4,fp16,fp16,"0.1250,0.5000,0.5000",0.1250,0.5000,0.5000,872,428,0.4908256880733945,0.05678538142739786,,,0.3751661512586806,2.665485669869217,342884352.0,342884352.0,342884352.0,42919840.0,171497984.0,171497984.0,0.1252,0.5002,0.5002,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int8,int8,int4",int8,int8,int4,"0.2500,0.2500,0.1250",0.2500,0.2500,0.1250,872,426,0.48853211009174313,0.05762868978503938,0.7549672096608839,0.5537846186839113,0.20850626627604166,4.7960189295994535,342884352.0,342884352.0,342884352.0,85780384.0,85780384.0,42919840.0,0.2502,0.2502,0.1252,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int8,int4,int8",int8,int4,int8,"0.2500,0.1250,0.2500",0.2500,0.1250,0.2500,872,425,0.4873853211009174,0.05760424690152339,0.8173416909855713,0.7663142599097086,0.20850626627604166,4.7960189295994535,342884352.0,342884352.0,342884352.0,85780384.0,42919840.0,85780384.0,0.2502,0.1252,0.2502,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"passthrough,int2,int8",passthrough,int2,int8,"1.0000,0.0625,0.2500",1.0000,0.0625,0.2500,872,423,0.48509174311926606,0.05560322958653485,0.7529035177970425,0.518329514275997,0.4376152886284722,2.2851121201320335,342884352.0,342884352.0,342884352.0,342884352.0,21489568.0,85780384.0,1.0,0.0627,0.2502,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int8,passthrough,int4",int8,passthrough,int4,"0.2500,1.0000,0.1250",0.2500,1.0000,0.1250,872,422,0.48394495412844035,0.05697804588425067,0.7902957387952083,0.7812410964878327,0.4584486219618056,2.181269507847517,342884352.0,342884352.0,342884352.0,85780384.0,342884352.0,42919840.0,0.2502,1.0,0.1252,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"passthrough,int2,passthrough",passthrough,int2,passthrough,"1.0000,0.0625,1.0000",1.0000,0.0625,1.0000,872,421,0.4827981651376147,0.054412957224802654,0.7526629857821475,0.516312750654483,0.6875576443142362,1.4544235065517905,342884352.0,342884352.0,342884352.0,342884352.0,21489568.0,342884352.0,1.0,0.0627,1.0,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"passthrough,int2,fp16",passthrough,int2,fp16,"1.0000,0.0625,0.5000",1.0000,0.0625,0.5000,872,421,0.4827981651376147,0.05551314277738897,0.7526605393600847,0.5163079338883041,0.5209452311197916,1.9195875886040108,342884352.0,342884352.0,342884352.0,342884352.0,21489568.0,171497984.0,1.0,0.0627,0.5002,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
